name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2023-09-08,87.5,73.6,77.7,96.3,73.6,79.3,70.2,78.1,0.062,100,20.83,rain,0,0,21,14.3,77.3,1013.4,65.4,8.3,134,11.7,8,75,2023-09-08T06:29:19,2023-09-08T19:16:54,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-09,83.9,73.8,77.6,89.9,73.8,78.8,72.2,83.9,0.01,100,8.33,rain,0,0,16.3,9.5,87.3,1017.9,87.5,7.9,169.3,14.6,10,75,2023-09-09T06:30:17,2023-09-09T19:15:15,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-10,76.8,70,74,76.8,70,74,69.4,85.7,1.169,100,37.5,rain,0,0,31.1,9,49.2,1018.7,75.7,8.4,85.5,7.4,4,30,2023-09-10T06:31:15,2023-09-10T19:13:34,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-11,80.2,71.5,74.2,83.3,71.5,74.5,70.1,87.6,1.777,100,41.67,rain,0,0,25.3,9.2,34,1015.7,85.1,7.4,184.9,15.9,8,30,2023-09-11T06:32:14,2023-09-11T19:11:54,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-12,81.9,69.1,74,82.9,69.1,74.2,66.4,78.6,0.03,100,4.17,rain,0,0,14.8,8.4,64.2,1015.2,56.6,9.6,206.2,17.6,8,10,2023-09-12T06:33:12,2023-09-12T19:10:14,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-13,79.1,72.5,75.3,79.1,72.5,75.3,67.5,77.2,0.119,100,20.83,rain,0,0,24.2,10.4,231.6,1013,74.9,9.5,142,12.4,5,30,2023-09-13T06:34:10,2023-09-13T19:08:33,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-14,77.4,65.4,71.2,77.4,65.4,71.2,54,56.8,0,0,0,,0,0,24.2,12.8,346.7,1016.6,35.5,9.9,236.2,20.5,8,10,2023-09-14T06:35:09,2023-09-14T19:06:52,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-15,68.9,57.8,63.6,68.9,57.8,63.6,49,59.1,0,0,0,,0,0,29.8,16.5,0.6,1017.1,41.7,9.9,146.5,12.6,8,10,2023-09-15T06:36:07,2023-09-15T19:05:11,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-16,75.6,61.2,68.1,75.6,61.2,68.1,47.7,48.9,0,0,0,,0,0,24.2,15.7,310.4,1012.6,46.7,9.9,190.3,16.5,7,10,2023-09-16T06:37:06,2023-09-16T19:03:29,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-17,75.6,60.5,68.3,75.6,60.5,68.3,52.4,58.1,0.11,100,12.5,rain,0,0,15.2,10.1,278.3,1013.5,42.4,9.6,195.6,17,9,10,2023-09-17T06:38:05,2023-09-17T19:01:48,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-18,69.1,63.5,66.4,69.1,63.5,66.4,63.5,90.6,1.05,100,70.83,rain,0,0,17.9,16.9,349.8,1008.5,91.7,6.8,36.2,3.1,2,10,2023-09-18T06:39:03,2023-09-18T19:00:07,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-19,73.3,59.9,66.4,73.3,59.9,66.4,52.1,62.2,0,0,0,,0,0,26.4,14.8,293.8,1013.3,21.5,9.9,135.5,11.6,6,10,2023-09-19T06:40:02,2023-09-19T18:58:25,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-20,74.2,59.7,67.3,74.2,59.7,67.3,48.5,51.9,0,0,0,,0,0,17.2,12,301.2,1020.3,26.7,9.9,201.9,17.3,8,10,2023-09-20T06:41:01,2023-09-20T18:56:44,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-21,71.8,58.7,65.3,71.8,58.7,65.3,49.9,58.1,0,0,0,,0,0,20.8,9.4,15.4,1024.2,31.7,9.9,193.4,16.7,7,10,2023-09-21T06:42:00,2023-09-21T18:55:02,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-22,70,59.7,64.7,70,59.7,64.7,54,68.9,0,0,0,,0,0,27.2,18.4,66.2,1026.9,64.9,9.9,171.9,15,8,10,2023-09-22T06:42:59,2023-09-22T18:53:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-23,62.6,58.8,60.6,62.6,58.8,60.6,55.6,84.2,0.884,100,66.67,rain,0,0,34,21,53.2,1020.4,95.4,6.9,34.5,2.9,2,10,2023-09-23T06:43:58,2023-09-23T18:51:39,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-24,65.2,62.1,63.9,65.2,62.1,63.9,61.2,91.1,0.825,100,95.83,rain,0,0,33.3,21.2,61.2,1015.5,99.8,4.5,46.8,4.1,2,10,2023-09-24T06:44:58,2023-09-24T18:49:58,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-25,64.3,58.7,61.5,64.3,58.7,61.5,58.1,88.5,0.493,100,95.83,rain,0,0,37.8,23.7,50.8,1017.7,100,4.3,41.4,3.5,2,10,2023-09-25T06:45:57,2023-09-25T18:48:17,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-26,61.4,57.1,59.6,61.4,57.1,59.6,53.9,81.4,0.189,100,45.83,rain,0,0,32.2,15.8,47,1026.2,95.3,7.2,48.3,4.2,2,10,2023-09-26T06:46:57,2023-09-26T18:46:36,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-27,64.6,52,59.1,64.6,52,59.1,46.5,63.4,0,0,0,,0,0,25.3,17.1,48.9,1026.8,68.2,9.9,145.7,12.6,8,10,2023-09-27T06:47:57,2023-09-27T18:44:55,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-28,64.7,56.2,59.8,64.7,56.2,59.8,53.4,79.7,0.221,100,20.83,rain,0,0,18.8,13.7,50.2,1024.7,94.8,9,85.3,7.4,5,10,2023-09-28T06:48:57,2023-09-28T18:43:15,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-29,62.3,59.9,61.1,62.3,59.9,61.1,57.9,89.1,5.246,100,83.33,rain,0,0,29,18.9,43.7,1021.1,99.8,5.3,37.4,3.2,2,10,2023-09-29T06:49:57,2023-09-29T18:41:34,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-30,65.4,57.4,61,65.4,57.4,61,56.5,85.2,0.094,100,20.83,rain,0,0,22.4,10.7,8.2,1021.2,95.3,8.8,82.1,7.1,3,10,2023-09-30T06:50:58,2023-09-30T18:39:54,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-01,76.3,59.9,67.8,76.3,59.9,67.8,57,70.1,0,0,0,,0,0,17.2,10.8,357.9,1021.4,23,9.8,141.1,12.2,7,10,2023-10-01T06:51:59,2023-10-01T18:38:14,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-02,77.2,64.2,69.5,77.2,64.2,69.5,58.2,68.1,0,0,0,,0,0,13.6,9,26,1021.8,22.8,9.9,139,12.1,7,10,2023-10-02T06:53:00,2023-10-02T18:36:35,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-03,80,61.3,69.6,80,61.3,69.6,58.7,69.7,0,0,0,,0,0,8.9,5.7,327.7,1021.3,13.7,9.7,141,12.3,7,10,2023-10-03T06:54:01,2023-10-03T18:34:56,0.64,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-04,81.1,65.2,71.9,82.7,65.2,72,62.4,72.9,0,0,0,,0,0,9.2,9.4,156.9,1021.9,14.7,9.5,158.8,13.7,7,10,2023-10-04T06:55:02,2023-10-04T18:33:18,0.67,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-05,76,62.5,68.6,76,62.5,68.6,59.9,74.6,0,0,0,,0,0,19.7,9.8,145.9,1022.9,26,9.5,136.6,11.9,7,10,2023-10-05T06:56:04,2023-10-05T18:31:39,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-06,70.4,66.5,68.6,70.4,66.5,68.6,66.1,91.9,0.104,100,16.67,rain,0,0,18.3,7.6,74.9,1016.6,99.1,4,68.5,5.8,4,10,2023-10-06T06:57:06,2023-10-06T18:30:02,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-07,69.5,55.1,64.3,69.5,55.1,64.3,59.5,84.9,0.704,100,45.83,rain,0,0,32.4,17,338.9,1006.3,93,6.8,54.6,4.7,3,10,2023-10-07T06:58:08,2023-10-07T18:28:24,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-08,59.7,51.3,55.8,59.7,51.3,55.8,41.9,60,0,0,0,,0,0,26,17.2,259.4,1004.4,46.2,9.9,105.4,9,5,10,2023-10-08T06:59:10,2023-10-08T18:26:48,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-09,60.3,49.3,55.3,60.3,45.3,55.1,38.2,53,0,0,0,,0,0,26.4,12.5,241.6,1008.3,51.3,9.9,102.5,8.8,8,10,2023-10-09T07:00:13,2023-10-09T18:25:12,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-10,63.3,54.1,58.4,63.3,54.1,58.4,45.8,63.6,0.013,100,4.17,rain,0,0,23,10.6,225.4,1009.6,73.8,9.9,120.9,10.5,6,10,2023-10-10T07:01:16,2023-10-10T18:23:36,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-11,69.1,55.5,61.9,69.1,55.5,61.9,47.6,61.6,0,0,0,,0,0,18.3,9.9,226.8,1010.9,49,9.9,124.4,10.9,6,10,2023-10-11T07:02:20,2023-10-11T18:22:01,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-12,69.3,54.7,62.1,69.3,54.7,62.1,48.6,64.3,0,0,0,,0,0,12.1,10.3,296.3,1011.9,29.4,9.4,115.5,10,5,10,2023-10-12T07:03:23,2023-10-12T18:20:27,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-13,63,52.4,58.2,63,52.4,58.2,41.5,54.8,0,0,0,,0,0,21.9,11.4,346.2,1014.3,25.3,9.9,123.5,10.5,6,10,2023-10-13T07:04:27,2023-10-13T18:18:54,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-14,57.1,50,53.1,57.1,45.7,52.9,45.2,75.8,0.737,100,54.17,rain,0,0,17.4,11,29.5,1009.4,95.5,8,17,1.4,1,10,2023-10-14T07:05:32,2023-10-14T18:17:21,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-15,59.9,50.9,54.9,59.9,50.9,54.9,42.6,64.6,0.015,100,12.5,rain,0,0,28.1,15.7,334.9,999.8,80.2,9.9,100.5,8.5,7,10,2023-10-15T07:06:36,2023-10-15T18:15:49,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-16,63.2,48.8,55.4,63.2,45.2,54.5,43.6,65.3,0,0,0,,0,0,20.8,11.8,320.5,1003.3,49.4,9.9,119.6,10.3,7,10,2023-10-16T07:07:41,2023-10-16T18:14:18,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-17,62.6,51.9,57.1,62.6,51.9,57.1,45.1,65.1,0,0,0,,0,0,14.5,8.6,356.2,1012.5,60.6,9.9,95,8.3,4,10,2023-10-17T07:08:47,2023-10-17T18:12:48,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-18,62.5,54.1,58.3,62.5,54.1,58.3,48.7,70.6,0,0,0,,0,0,9.2,5.9,99.4,1020.1,85.3,9.9,71.9,6.2,3,10,2023-10-18T07:09:52,2023-10-18T18:11:18,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-19,64.7,52.1,58.6,64.7,52.1,58.6,47.9,68.9,0,0,0,,0,0,17.2,11.6,193.8,1019.7,35.2,9.9,96.3,8.3,6,10,2023-10-19T07:10:58,2023-10-19T18:09:50,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-20,63.3,59.9,61.7,63.3,59.9,61.7,58.1,88,0.644,100,66.67,rain,0,0,25.3,13.8,141.6,1007,95.3,7,34.1,3,3,10,2023-10-20T07:12:05,2023-10-20T18:08:22,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-21,63.5,57.5,60.2,63.5,57.5,60.2,52.9,78.5,0.511,100,37.5,rain,0,0,32.9,17.8,291.8,993,88.6,7.6,53.3,4.6,3,10,2023-10-21T07:13:11,2023-10-21T18:06:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-22,57.8,49.3,54.5,57.8,43.2,54.2,38.8,55.9,0,0,0,,0,0,35.7,20.4,285.2,1003.6,85.3,9.9,111.5,9.6,7,10,2023-10-22T07:14:18,2023-10-22T18:05:30,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-23,60.7,47.8,53.2,60.7,41.9,50.9,38,56.6,0,0,0,,0,0,28.4,16.3,317.5,1019.1,20.8,9.9,105.2,9.1,6,10,2023-10-23T07:15:26,2023-10-23T18:04:05,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-24,64.3,48.1,55.7,64.3,46.8,55.4,43.7,64.8,0,0,0,,0,0,13.2,8.7,178.9,1027.3,28.2,9.9,115.3,9.9,6,10,2023-10-24T07:16:33,2023-10-24T18:02:42,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-25,71.8,53.6,62,71.8,53.6,62,46.2,57.2,0,0,0,,0,0,20.8,10.4,217.6,1025.2,37,9.9,90.9,8,5,10,2023-10-25T07:17:41,2023-10-25T18:01:19,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-26,77.2,58.1,67,77.2,58.1,67,50.1,55.2,0,0,0,,0,0,11.9,7.8,224.5,1022.8,40.5,9.9,98.8,8.5,5,10,2023-10-26T07:18:50,2023-10-26T17:59:58,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-27,73.5,62.7,67.4,73.5,62.7,67.4,53.3,60.8,0,0,0,,0,0,12.1,9.4,233.5,1019.1,45.6,9.9,74.5,6.5,3,10,2023-10-27T07:19:58,2023-10-27T17:58:38,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-28,80.2,65.2,71.7,81,65.2,71.7,57.5,61.6,0,0,0,,0,0,18.3,11.4,266,1016,35.1,9.9,98.3,8.5,5,10,2023-10-28T07:21:07,2023-10-28T17:57:19,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-29,65.9,52.1,56,65.9,52.1,56,48.4,77.2,0.394,100,58.33,rain,0,0,22.1,15.1,40.2,1018.7,95.5,7.7,26.3,2.3,2,10,2023-10-29T07:22:16,2023-10-29T17:56:02,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-30,60.3,51.1,55.7,60.3,51.1,55.7,51.1,85.1,0.478,100,29.17,rain,0,0,26.5,16.3,335.7,1010,98.4,5.7,48.2,4.1,2,10,2023-10-30T07:23:26,2023-10-30T17:54:45,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-10-31,51.3,46.1,49.1,51.3,41.9,46.7,33.5,55.2,0,0,0,,0,0,16.3,13.1,20,1017.5,77.2,9.9,93.8,8,6,10,2023-10-31T07:24:35,2023-10-31T17:53:31,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-01,48.9,40.8,45.4,47.1,34.2,40.4,30.5,57.1,0.008,100,16.67,rain,0,0,28.9,20.1,336.2,1017.5,72.9,9.9,81.3,7,6,10,2023-11-01T07:25:45,2023-11-01T17:52:17,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-02,49,36.9,42.9,46.1,31,38.6,25.7,51.8,0,0,0,,0,0,17.7,10.3,284.6,1030.5,12.4,9.9,91.2,7.9,5,10,2023-11-02T07:26:55,2023-11-02T17:51:05,0.65,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-03,55.5,42.1,48.7,55.5,38.2,46.9,31.4,51.6,0,0,0,,0,0,23,11.7,205.3,1030.6,19.8,9.9,90.2,7.9,5,10,2023-11-03T07:28:06,2023-11-03T17:49:54,0.69,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-04,60.2,47.8,53.4,60.2,44.1,52.1,37.1,54.6,0,0,0,,0,0,14.5,9.4,228.4,1023,62.1,9.9,81.9,7.2,4,10,2023-11-04T07:29:16,2023-11-04T17:48:45,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-05,64.1,50.1,56.3,64.1,50.1,56.3,38.7,52.3,0,0,0,,0,0,16.8,8.6,338.5,1017.2,62.1,9.8,77.9,7,5,10,2023-11-05T06:30:27,2023-11-05T16:47:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,F1417,72503014732"
New York,2023-11-06,55.1,45.1,50.5,55.1,40.4,48.9,37.3,61,0,0,0,,0,0,15.4,9,55.2,1019.6,47.5,9.9,86.2,7.6,5,10,2023-11-06T06:31:38,2023-11-06T16:46:31,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-07,64.1,55.1,58.7,64.1,55.1,58.7,48.2,68.7,0.046,100,16.67,rain,0,0,28.2,13.9,243.6,1009.2,58.3,9.5,47.6,4.1,2,10,2023-11-07T06:32:49,2023-11-07T16:45:27,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-08,54.5,43.5,47.7,54.5,36.4,44.4,26.5,44.2,0,0,0,,0,0,33.3,17.2,333.5,1017.3,41.2,9.9,80.1,6.9,5,10,2023-11-08T06:34:00,2023-11-08T16:44:24,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-09,57.7,43.3,50.9,57.7,38.9,49.5,38.6,62.9,0,0,0,,0,0,13.2,8.7,59.2,1013,72.1,9.9,47.8,4.2,2,10,2023-11-09T06:35:11,2023-11-09T16:43:23,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,0826W,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-10,52.9,46.9,50.8,52.9,43.5,49.9,33.9,53.1,0,0,0,,0,0,19.7,12.1,264.9,1019,63.1,9.9,26.3,2.4,1,10,2023-11-10T06:36:22,2023-11-10T16:42:23,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-11,54.7,43.3,48.3,54.7,40.2,45.7,32.2,54.7,0,0,0,,0,0,20.8,13.7,319.7,1026.1,34.5,9.9,80.8,7.1,5,10,2023-11-11T06:37:33,2023-11-11T16:41:26,0.95,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-12,44.8,37.3,40.8,42.2,30.2,36.3,25.4,54.1,0,0,0,,0,0,15.4,10.1,19.7,1031.5,27.2,9.9,72.2,6.2,4,10,2023-11-12T06:38:44,2023-11-12T16:40:30,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-13,47.6,35.7,42.6,45.7,31.7,39.5,27.2,54.5,0,0,0,,0,0,18.3,9.4,264,1025.9,31.6,9.9,70.7,6.1,4,10,2023-11-13T06:39:55,2023-11-13T16:39:36,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-14,52.9,44.3,47.9,52.9,40.2,45,31.2,52.8,0,0,0,,0,0,30.4,17,314.7,1024.7,25.8,9.9,77.2,6.7,4,10,2023-11-14T06:41:06,2023-11-14T16:38:43,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-15,52.1,40.3,46.7,52.1,38.7,45.5,32.8,58.7,0,0,0,,0,0,21.9,10.4,226.2,1028.7,31.4,9.9,67.3,5.8,4,10,2023-11-15T06:42:17,2023-11-15T16:37:53,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-16,63.9,45.5,54.1,63.9,43.1,53.1,38.2,56.3,0,0,0,,0,0,17.2,8.8,233.5,1023.4,28.6,9.9,70.6,6.1,4,10,2023-11-16T06:43:28,2023-11-16T16:37:04,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-17,65.2,50.9,58.3,65.2,50.9,58.3,47.8,68.4,0,0,0,,0,0,18.6,11.8,197.1,1015.9,43.5,9.9,80.4,7,5,10,2023-11-17T06:44:38,2023-11-17T16:36:17,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-18,60.5,42.6,52.8,60.5,37,51.1,38.4,60.8,0,0,0,,0,0,31.1,17.1,317.1,1007.7,60,9.9,71.5,6.2,5,10,2023-11-18T06:45:48,2023-11-18T16:35:33,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-11-19,55.3,41.2,47.7,55.3,37.2,45.4,28,46.6,0,0,0,,0,0,28.2,19.5,278.4,1013.5,11.1,9.9,70.9,6.2,4,10,2023-11-19T06:46:58,2023-11-19T16:34:50,0.23,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
