name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2023-06-27,77.6,68,71.7,77.6,68,71.7,66.4,83.9,0.157,100,25,rain,0,0,29.8,10.4,132.7,1005.7,78.7,7.8,188.2,16.3,7,10,2023-06-27T05:26:35,2023-06-27T20:30:56,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-06-28,82.1,67.8,74.2,83.1,67.8,74.4,63.8,71.3,0.032,100,8.33,rain,0,0,24.2,12.8,287.9,1009,69.6,9.2,258.3,22.3,10,30,2023-06-28T05:26:59,2023-06-28T20:30:56,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-06-29,81.1,66,73.7,81.6,66,73.8,59.7,62.5,0,0,0,,0,0,17.2,11.7,314.8,1015.5,58.5,7.9,273.9,23.6,8,10,2023-06-29T05:27:25,2023-06-29T20:30:54,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-06-30,83.6,69.3,75.4,83.6,69.3,75.5,63,67.5,0,0,0,,0,0,14.8,14.7,154.6,1017.2,42.3,4.3,261.8,22.4,8,10,2023-06-30T05:27:52,2023-06-30T20:30:49,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-01,81.5,69.4,74.8,82.2,69.4,74.9,60.4,61.5,0,0,0,,0,0,41.4,13.5,184.9,1016.8,46.2,7.8,291.3,25.2,9,10,2023-07-01T05:28:20,2023-07-01T20:30:43,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-02,86,70.7,76.6,91,70.7,77.7,69.4,79,0.375,100,25,rain,0,0,31.6,13.3,164.6,1011.2,84.1,7.1,205.4,17.7,8,30,2023-07-02T05:28:50,2023-07-02T20:30:35,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-03,87.9,74,79.8,91.6,74,81.6,70,73.1,0.319,100,20.83,rain,0,0,31.1,9.6,247.6,1009.7,61.6,9.5,270,23.3,9,30,2023-07-03T05:29:22,2023-07-03T20:30:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-04,81.5,74,77,86,74,77.1,71.1,82.5,0.452,100,25,rain,0,0,14.5,6.7,288.7,1012,67.2,8.4,137.8,11.8,6,60,2023-07-04T05:29:55,2023-07-04T20:30:12,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-05,90,71.2,80.8,91.5,71.2,82.1,67.2,66,0,0,0,,0,0,12.8,11.3,70.8,1014.5,20.4,8,337.2,29.3,10,30,2023-07-05T05:30:30,2023-07-05T20:29:57,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-06,87.7,76,81.5,92.4,76,83.7,69.7,68.4,0,0,0,,0,0,31.1,13.2,160.9,1013.5,21.2,9.8,346.3,30,10,30,2023-07-06T05:31:05,2023-07-06T20:29:41,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-07,85.9,75.1,79.3,91.4,75.1,81,70.5,75.1,0,0,0,,0,0,17.2,9.9,92.7,1011.1,63.1,9.8,314.4,27.3,10,30,2023-07-07T05:31:42,2023-07-07T20:29:22,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-08,85.7,75.7,79.2,91.2,75.7,80.8,71.4,77.7,0,0,0,,0,0,39.1,14.7,131.5,1010.6,69.9,9.6,248.5,21.6,10,30,2023-07-08T05:32:21,2023-07-08T20:29:02,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-09,81.3,72.9,77.5,85.4,72.9,78.3,71.7,82.7,0.784,100,33.33,rain,0,0,21.9,15.3,135.3,1009.6,86.1,8.7,151.2,13.2,5,30,2023-07-09T05:33:00,2023-07-09T20:28:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-10,84.6,72.9,77.8,85.6,72.9,78.2,66.4,70.2,0.007,100,4.17,rain,0,0,20.4,12.5,334.3,1007.7,75.5,9.7,277.3,24,9,30,2023-07-10T05:33:41,2023-07-10T20:28:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-11,87.8,70.7,79.7,87,70.7,79.7,58.2,48.4,0,0,0,,0,0,14.1,11,279.4,1011.5,21.5,9.9,320.8,27.8,10,10,2023-07-11T05:34:23,2023-07-11T20:27:48,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-12,90.3,76.9,83.4,89.7,76.9,83.8,61.6,48.7,0,0,0,,0,0,17.2,11.2,243.9,1012.8,36.2,9.9,307.2,26.4,10,10,2023-07-12T05:35:06,2023-07-12T20:27:20,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-13,87.9,77.6,82.3,94.6,77.6,85.8,69,64.5,0,0,0,,0,0,34.1,18.6,172.3,1010.9,40.1,9.8,266.5,23,10,60,2023-07-13T05:35:50,2023-07-13T20:26:49,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-14,82.8,73,77.9,88,73,79,69.8,76.6,0.164,100,25,rain,0,0,20.8,12.8,69.9,1011.8,75.7,9.7,181,15.8,9,60,2023-07-14T05:36:35,2023-07-14T20:26:17,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-15,86.2,72.5,78.5,93.3,72.5,81,72.5,82.6,0.175,100,12.5,rain,0,0,29.8,15.8,124.3,1013.3,68.3,8.8,282.2,24.3,10,60,2023-07-15T05:37:22,2023-07-15T20:25:42,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-16,79.5,74.9,77.7,79.5,74.9,77.7,74.3,89.4,0.988,100,41.67,rain,0,0,24.9,17.2,178.5,1009.8,91.9,8,107.8,9.3,7,30,2023-07-16T05:38:09,2023-07-16T20:25:06,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-17,87.4,74.4,80.5,91.2,74.4,82,70.6,73.8,0,0,0,,0,0,20.8,15.7,200.9,1012.5,46.7,9.1,262.8,22.7,9,30,2023-07-17T05:38:56,2023-07-17T20:24:28,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-18,83.3,74,78.4,90.3,74,79.6,70.6,77.1,0.271,100,16.67,rain,0,0,29.8,12.5,177.7,1013.8,57.5,8.7,163.8,13.9,9,60,2023-07-18T05:39:45,2023-07-18T20:23:48,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-19,79.8,73.1,75.9,79.8,73.1,75.9,66.9,73.8,0.225,100,12.5,rain,0,0,20.1,8.1,246.5,1015.9,59,6.9,149.8,13,7,30,2023-07-19T05:40:35,2023-07-19T20:23:06,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-20,84.5,72.1,77.7,84.8,72.1,77.9,64.8,66.7,0,0,0,,0,0,18.3,9.9,85.7,1014.7,48.7,7.8,274.2,23.7,10,30,2023-07-20T05:41:25,2023-07-20T20:22:22,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-21,84.3,73.5,78.6,86,73.5,79.3,67.2,69.8,0.14,100,16.67,rain,0,0,21.9,15,236.2,1007.9,57.8,8.9,225.1,19.6,9,60,2023-07-21T05:42:16,2023-07-21T20:21:36,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-22,83.2,70.5,77.3,82.2,70.5,77.1,57.5,51.7,0,0,0,,0,0,18.3,11.4,333.6,1008.7,39.2,9.9,300.3,26,10,10,2023-07-22T05:43:08,2023-07-22T20:20:49,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-23,85,70.5,78.2,84.6,70.5,78.2,59.6,54,0,0,0,,0,0,18.3,12.8,101.4,1013.9,30.6,9.9,308.4,26.6,10,10,2023-07-23T05:44:00,2023-07-23T20:19:59,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-24,84.3,75.1,78.9,85.7,75.1,79.2,63.3,59.5,0,0,0,,0,0,21.3,15.3,201.7,1018.6,38.1,9.9,247.5,21.6,10,30,2023-07-24T05:44:53,2023-07-24T20:19:08,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-25,84.8,70,76,88.5,70,76.6,66.3,73,0.341,100,20.83,rain,0,0,35.6,14.1,224.7,1018.1,42.4,9,239.5,20.9,9,30,2023-07-25T05:45:47,2023-07-25T20:18:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-26,86.6,69.3,77.6,88.2,69.3,78.3,65.3,67.5,0,0,0,,0,0,19.7,14.6,222.3,1018.3,33.8,9.5,309,26.7,9,10,2023-07-26T05:46:41,2023-07-26T20:17:21,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-27,91.6,75.1,83.1,99.2,75.1,86.9,71.1,68.4,0.225,100,8.33,rain,0,0,33.3,16,225.3,1014.1,69.3,9.3,259,22.3,10,60,2023-07-27T05:47:36,2023-07-27T20:16:25,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-28,90.9,76.5,83.6,94.7,76.5,86.3,70.5,66.8,0.012,100,16.67,rain,0,0,19.7,10,268,1014.5,43.8,9.6,293.6,25.3,10,30,2023-07-28T05:48:31,2023-07-28T20:15:27,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-29,89.7,75.1,82.5,95.1,75.1,85.1,69.4,65.4,0.159,100,12.5,rain,0,0,48.1,15.6,245.8,1008.7,66,9.9,259.5,22.5,10,30,2023-07-29T05:49:26,2023-07-29T20:14:28,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-30,79.5,66.5,73,79.5,66.5,73,54.2,53.2,0,0,0,,0,0,31.1,14.6,330.2,1012.7,45.1,9.9,328,28.4,10,10,2023-07-30T05:50:22,2023-07-30T20:13:27,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-07-31,83,67.3,75.3,81.4,67.3,75,53,46.8,0,0,0,,0,0,19.7,11.9,302.7,1014.6,32.3,9.9,318,27.5,10,30,2023-07-31T05:51:19,2023-07-31T20:12:24,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-01,79.3,67.8,73.6,79.3,67.8,73.6,51.4,47.1,0,0,0,,0,0,20.8,10.1,4.1,1019.4,50.1,9.9,296.8,25.6,10,10,2023-08-01T05:52:15,2023-08-01T20:11:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-02,78.5,64.5,71.8,78.5,64.5,71.8,49.4,45.9,0,0,0,,0,0,16.1,9.9,59.8,1022.4,31.5,9.9,341.6,29.5,10,10,2023-08-02T05:53:12,2023-08-02T20:10:15,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-03,78.9,67.1,73,78.9,67.1,73,55.4,54.2,0,0,0,,0,0,27.8,19.7,188.3,1019.4,58,9.9,237.7,20.6,8,10,2023-08-03T05:54:10,2023-08-03T20:09:08,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-04,76,71.3,73.4,76,71.3,73.4,63.3,70.8,0,0,0,,0,0,21.3,13.1,213.7,1014.5,91.6,9.8,118.6,10.3,4,30,2023-08-04T05:55:07,2023-08-04T20:07:59,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-05,83.9,71.4,77.4,84,71.4,77.5,62.3,62,0,0,0,,0,0,12.8,11.7,354.3,1014.3,60.6,9.7,237,20.5,10,30,2023-08-05T05:56:05,2023-08-05T20:06:49,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-06,84.4,70.1,77.4,83.6,70.1,77.2,58.3,52.8,0,0,0,,0,0,18.3,15.1,120.3,1015.7,34.2,9.8,307.7,26.5,10,10,2023-08-06T05:57:03,2023-08-06T20:05:38,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-07,79.7,69.4,75.1,79.7,69.4,75.1,69.8,83.8,0.85,100,37.5,rain,0,0,31.9,20.5,170.3,1011.5,92.6,8.3,166.3,14.4,10,30,2023-08-07T05:58:01,2023-08-07T20:04:25,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-08,79.9,70.9,74.8,79.9,70.9,74.8,64.6,72.2,0.011,100,8.33,rain,0,0,31.6,19.8,266.9,1004.3,82.9,9.8,207.7,17.8,10,10,2023-08-08T05:58:59,2023-08-08T20:03:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-09,86.5,70.2,77.9,84.5,70.2,77.5,56.4,49.1,0,0,0,,0,0,27.9,16.8,289.9,1006.5,37.8,9.9,288.7,25,9,10,2023-08-09T05:59:58,2023-08-09T20:01:56,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-10,79.9,70.9,74.3,79.9,70.9,74.3,64.7,73.5,0.387,100,29.17,rain,0,0,24.2,10.3,224.2,1005.6,69,8.3,107.3,9.2,8,30,2023-08-10T06:00:56,2023-08-10T20:00:40,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-11,84.3,68.4,76.2,83.8,68.4,76.2,61.8,63.8,0,0,0,,0,0,28,13.3,283.8,1007.6,31.8,9.6,292.5,25.3,10,10,2023-08-11T06:01:55,2023-08-11T19:59:22,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-12,84.2,69.5,76.4,87.5,69.5,76.9,65.8,70,0.077,100,16.67,rain,0,0,30.8,17.2,148.8,1011.7,49.5,9.8,203.2,17.5,10,30,2023-08-12T06:02:54,2023-08-12T19:58:03,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-13,86.3,70.4,78.7,88.8,70.4,79.3,65.9,67.6,0.769,100,16.67,rain,0,0,50.6,12.5,284.3,1011.4,61.5,9.3,285,24.7,10,30,2023-08-13T06:03:52,2023-08-13T19:56:43,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-14,85.7,73.7,78.9,87.3,73.7,79.3,63.2,59.1,0,0,0,,0,0,13,11,209.4,1013.9,58.1,9.9,226.9,19.4,10,10,2023-08-14T06:04:51,2023-08-14T19:55:21,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-15,78.1,70.7,74.3,78.1,70.7,74.3,69,84,0.999,100,41.67,rain,0,0,24.2,14,46.9,1008.5,94.4,8.3,227.7,19.7,8,10,2023-08-15T06:05:50,2023-08-15T19:53:59,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-16,79.9,69.7,74.3,79.9,69.7,74.3,68.1,81.6,0.814,100,25,rain,0,0,14.1,9.9,68.4,1012.6,86.8,9.2,166.6,14.5,8,10,2023-08-16T06:06:49,2023-08-16T19:52:36,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-17,78.4,72.4,74.5,78.4,72.4,74.5,68.9,83,0,0,0,,0,0,19.7,11.6,95.3,1013.6,97,9.5,136.3,11.8,9,10,2023-08-17T06:07:48,2023-08-17T19:51:11,0.04,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-18,81.3,68.7,75.7,81.4,68.7,75.7,62.1,66,1.013,100,16.67,rain,0,0,35.6,16,277.2,1007.4,72.3,9.3,237,20.5,9,30,2023-08-18T06:08:47,2023-08-18T19:49:46,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-19,79,64.5,71.7,79,64.5,71.7,51.8,50.1,0,0,0,,0,0,24.2,13.5,277.9,1014.6,35.2,9.9,240.2,20.8,10,10,2023-08-19T06:09:46,2023-08-19T19:48:19,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-20,84.2,67.5,76.6,83.2,67.5,76.4,55.8,49.5,0,0,0,,0,0,18.3,9.7,258.4,1018.4,38.6,9.9,285.3,24.5,9,10,2023-08-20T06:10:45,2023-08-20T19:46:52,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-21,86.7,73.5,80.4,89,73.5,81.6,64.2,58.3,0,0,0,,0,0,20.8,11.8,295.5,1016.9,63.9,9.8,217.2,18.7,9,10,2023-08-21T06:11:44,2023-08-21T19:45:24,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-22,79.5,67.3,73.8,79.5,67.3,73.8,55.2,52.7,0,0,0,,0,0,23,15.3,12.6,1018,61.9,9.9,267.5,23.1,10,10,2023-08-22T06:12:43,2023-08-22T19:43:54,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-23,76.9,65.6,71.2,76.9,65.6,71.2,51.9,51.3,0,0,0,,0,0,15.4,10.4,70,1019.8,47.5,9.9,272.8,23.6,9,10,2023-08-23T06:13:42,2023-08-23T19:42:24,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-24,73.3,67.9,70.8,73.3,67.9,70.8,62.2,74.6,0.063,100,25,rain,0,0,24.2,11.9,141.1,1017.6,98.1,9.2,59.3,5.1,3,10,2023-08-24T06:14:41,2023-08-24T19:40:54,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-25,77.9,70.7,73.5,77.9,70.7,73.5,69.9,88.7,0.306,100,29.17,rain,0,0,24.8,14.9,165.5,1011.8,88.3,8.5,83.8,7.4,4,10,2023-08-25T06:15:39,2023-08-25T19:39:22,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-26,83.3,73.2,77.2,86.2,73.2,77.9,68.7,76.8,0.592,100,8.33,rain,0,0,13.4,7.9,7.7,1010,65.9,9,159.6,13.7,9,30,2023-08-26T06:16:38,2023-08-26T19:37:50,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-27,82,69.7,75.9,82.8,69.7,76.1,62.4,63.8,0,0,0,,0,0,16.1,8.6,33.6,1012.9,40.5,9.9,280.7,24.3,10,10,2023-08-27T06:17:37,2023-08-27T19:36:17,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-28,75.1,70.5,72.4,75.1,70.5,72.4,64.8,77.3,0,0,0,,0,0,17.4,11.4,107.4,1016.9,83.4,9.8,125,10.9,5,10,2023-08-28T06:18:35,2023-08-28T19:34:43,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-29,77.5,68.2,73,77.5,68.2,73,66.3,79.7,0,0,0,,0,0,14.1,9.2,72.5,1013.9,84.2,9.9,134,11.7,10,10,2023-08-29T06:19:34,2023-08-29T19:33:08,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-30,83,71.5,76.2,84,71.5,76.3,64.6,70.2,0.201,100,8.33,rain,0,0,25.3,16.3,293.1,1006.6,77.3,9.5,150.6,13.2,9,10,2023-08-30T06:20:33,2023-08-30T19:31:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-08-31,76.1,64.9,70.1,76.1,64.9,70.1,51.2,52.4,0,0,0,,0,0,25.1,15.3,10.2,1013.4,38.4,9.9,267.2,23.1,9,10,2023-08-31T06:21:31,2023-08-31T19:29:58,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-01,74.2,61.3,67.8,74.2,61.3,67.8,48.4,50.6,0,0,0,,0,0,19.5,11,47.9,1024.1,13.3,9.9,273.2,23.6,9,10,2023-09-01T06:22:30,2023-09-01T19:28:21,0.55,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-02,77.4,63.1,69.9,77.4,63.1,69.9,55.3,60.5,0,0,0,,0,0,20.8,11,210.6,1021.7,28.3,9.9,264.2,22.9,9,10,2023-09-02T06:23:28,2023-09-02T19:26:45,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-03,88.1,68.9,78.3,89.4,68.9,78.9,62.7,60.3,0,0,0,,0,0,20.8,12.5,255.8,1013.8,36.8,9.9,242.9,21,9,10,2023-09-03T06:24:27,2023-09-03T19:25:07,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-04,86.9,74.9,80.7,91.4,74.9,82.7,67.8,65.3,0,0,0,,0,0,18.3,7.6,339.8,1011.2,48.4,9.9,199.5,17.2,10,60,2023-09-04T06:25:25,2023-09-04T19:23:30,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-05,90.2,76,83,95.5,76,85.8,69.7,65.4,0,0,0,,0,0,11,8.4,4.7,1012.8,49.7,9.8,233.5,20.5,8,30,2023-09-05T06:26:23,2023-09-05T19:21:51,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-06,92.2,77.3,84.4,96,77.3,87.1,69.5,62.7,0,0,0,,0,0,11.4,7.6,353.3,1010.4,31.1,9.7,248.3,21.7,8,60,2023-09-06T06:27:22,2023-09-06T19:20:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
New York,2023-09-07,93.1,79.3,84.8,97.5,79.3,87.6,68.3,58.6,0,0,0,,0,0,25.3,12,186,1009.1,29.1,9.9,246,21.4,8,60,2023-09-07T06:28:20,2023-09-07T19:18:34,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KJFK,KLGA,74486094789,F8726,KNYC,72503014732"
